folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,antiguedad,antigua_ne,cocina,cocina_dor,cuart_dorm,num_cuarto,lugar_coc,agua_ent,ab_agua,agua_noe,dotac_agua,excusado,uso_compar,sanit_agua,biodigest,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,focos,focos_ahor,combus,fogon_chi,eli_basura,tenencia,renta,estim_pago,pago_viv,pago_mesp,tipo_adqui,viv_usada,finan_1,finan_2,finan_3,finan_4,finan_5,finan_6,finan_7,finan_8,num_dueno1,hog_dueno1,num_dueno2,hog_dueno2,escrituras,lavadero,fregadero,regadera,tinaco_azo,cisterna,pileta,calent_sol,calent_gas,calen_lena,medid_luz,bomba_agua,tanque_gas,aire_acond,calefacc,p_grietas,p_pandeos,p_levanta,p_humedad,p_fractura,p_electric,p_tuberias,tot_resid,tot_hom,tot_muj,tot_hog,ubica_geo,tam_loc,est_socio,est_dis,upm,factor,procaptar
2267473507,1,8,10,3,40,,1,2,4,5,1,1,1,,1,1,2,1,2,1,0,0,2,1,7,5,3,,1,4, ,2000, ,,3,,,,,,,,,8,01,1,,,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,22016,4,2,462,0007473,70,0
2267473508,1,8,10,3,15,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,2,1,10,9,3,,1,4, ,3000, ,,2,,,,,,,,7,,01,1,,,3,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,22016,4,2,462,0007473,70,0
2267473509,1,8,10,3,50,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,2,1,6,6,4,,1,4, ,2000, ,,2,,,,,,,,7,8,01,1,,,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,22016,4,2,462,0007473,70,0
2267473510,1,8,10,1,8,,1,2,4,5,1,1,1,,1,1,2,1,2,1,0,0,2,1,8,8,3,,1,4, ,2500, ,,2,,,,,,,,7,8,01,1,,,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,3,5,1,22016,4,2,462,0007473,70,0
2267473511,1,8,10,3,25,,1,2,5,6,1,1,1,,1,1,2,1,2,1,0,0,2,1,10,5,3,,1,4, ,3000, ,,2,,,,,,,,,8,01,1,02,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,5,4,1,1,22016,4,2,462,0007473,70,0
2267473512,1,8,10,3,40,,1,2,4,5,1,1,1,,1,1,2,1,2,1,0,0,2,1,10,10,3,,1,4, ,2500, ,,2,,,,,,,,7,8,01,1,,,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,3,1,22016,4,2,462,0007473,70,0
2267473713,1,8,04,2,30,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,2,1,6,6,3,,1,4, ,3000, ,,3,,,,,,,,,8,01,1,,,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,3,1,2,1,22016,4,2,462,0007473,70,0
2267473714,1,8,10,3,5,,1,2,3,5,1,1,1,,1,1,2,1,2,1,0,0,2,1,20,20,3,,1,4, ,2000, ,,3,,,,,,,,,8,01,1,,,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,5,4,1,1,22016,4,2,462,0007473,70,0
2267473715,1,8,10,2,35,,1,2,2,5,1,1,1,,1,1,2,2,2,1,0,0,2,1,4,4,3,,1,4, ,3000, ,,2,,,,,,,,,8,01,1,,,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,2,1,1,22016,4,2,462,0007473,70,0
2267473716,1,8,10,2,14,,1,2,2,3,1,1,1,,1,1,2,1,2,0,1,0,2,1,7,7,3,,1,4, ,3500, ,,3,,,,,,,,,8,01,1,,,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,4,2,2,1,22016,4,2,462,0007473,70,0
2267473717,1,8,04,2,60,,1,2,2,4,1,1,1,,1,1,2,2,2,0,1,0,2,1,5,5,3,,1,4, ,3000, ,,3,,,,,,,,,8,01,1,,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,22016,4,2,462,0007473,70,0
2267473718,1,8,10,3,5,,1,2,2,6,1,1,1,,1,1,2,1,2,2,2,0,2,1,20,20,3,,1,4, ,5000, ,,2,,,,,,,,,8,01,1,,,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,4,2,2,1,22016,4,2,462,0007473,70,0
2267474201,1,8,10,2,21,,1,2,1,3,1,2,1,,1,1,2,2,2,0,1,0,2,1,4,4,1,2,1,5, ,1000, ,,,,,,,,,,,,,,,,,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,1,0,1,1,22016,4,2,462,0007474,68,0
2267474202,1,8,10,2,9,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,2,1,19,19,3,,1,4, ,4000, ,,3,,,,,,,,,8,01,1,,,3,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,2,1,22016,4,2,462,0007474,68,0
2267474203,1,8,10,2,9,,1,2,2,3,1,2,1,,5,1,2,2,2,0,1,0,2,1,8,8,1,2,1,4, ,1500, ,,3,,,,,,,,,8,01,1,,,3,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,6,1,5,1,22016,4,2,462,0007474,68,0
2267474204,1,8,10,2,10,,1,2,2,3,1,2,1,,1,1,2,2,2,0,1,0,2,1,4,4,3,,1,4, ,1000, ,,3,,,,,,,,,8,01,1,02,1,3,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,3,2,1,22016,4,2,462,0007474,68,0
2267474205,1,8,10,2,4,,1,2,1,2,1,2,1,,1,1,2,2,2,0,1,0,2,1,5,5,3,,1,4, ,2000, ,,3,,,,,,,,,8,01,1,,,3,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,0,2,1,22016,4,2,462,0007474,68,0
2267474206,1,8,10,2,5,,1,2,1,3,1,3,,3,,1,2,2,2,0,1,0,2,1,8,8,3,,1,4, ,1000, ,,3,,,,,,,,,8,01,1,,,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,1,2,1,22016,4,2,462,0007474,68,0
2267474407,7,8,10,2,8,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,2,1,10,10,3,,1,4, ,1500, ,,3,,,,,,,,,8,02,1,01,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,22016,4,2,462,0007474,68,0
2267474408,1,8,04,2,15,,1,2,2,3,2,1,1,,1,2,2,2,2,1,0,0,2,1,3,3,3,,1,4, ,1000, ,,3,,,,,,,,,8,01,1,,,3,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,22016,4,2,462,0007474,68,0
2267474409,1,8,10,3,30,,1,2,2,3,2,2,1,,1,1,2,2,2,0,1,0,2,1,7,4,3,,1,4, ,2000, ,,3,,,,,,,,,8,01,1,,,3,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,5,2,3,1,22016,4,2,462,0007474,68,0
2267474411,1,8,10,2,14,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,2,1,7,7,3,,1,2, ,3000, ,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,22016,4,2,462,0007474,68,0
2267474412,1,8,10,2,30,,1,1,1,2,1,2,1,,1,2,2,2,2,0,1,0,2,1,3,3,3,,1,4, ,1500, ,,2,,,,,,,,,8,01,1,,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,22016,4,2,462,0007474,68,0
2267474613,1,8,10,2,6,,1,2,3,5,1,1,1,,1,1,2,1,1,1,0,1,2,1,8,8,3,,1,4, ,2000, ,,2,,,,,,,,,8,01,1,,,3,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,22016,4,2,462,0007474,68,0
2267474614,1,8,10,2,20,,1,2,3,6,1,1,1,,1,1,2,1,1,1,0,0,2,1,9,9,3,,1,4, ,1000, ,,2,,,,,,,,,8,01,1,,,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,3,1,22016,4,2,462,0007474,68,0
2267474615,1,8,10,2,15,,1,2,3,4,1,2,1,,1,1,2,2,2,0,1,0,2,1,3,3,3,,1,4, ,1800, ,,4,,,,,,,,,,01,1,,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,4,3,1,1,22016,4,2,462,0007474,68,0
2267474616,1,8,10,2,20,,2,,3,4,1,1,1,,1,1,2,1,1,1,0,0,1,1,5,4,3,,1,4, ,1500, ,,2,,,,,,,,,8,01,1,,,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,6,3,3,1,22016,4,2,462,0007474,68,0
2267474617,1,8,10,2,33,,1,2,5,6,1,2,1,,1,1,2,1,2,0,1,1,2,1,8,0,3,,1,4, ,2000, ,,2,,,,,,,,,8,01,1,,,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,7,3,4,1,22016,4,2,462,0007474,68,0
2267474919,1,8,10,3,12,,1,2,2,3,1,1,2,,1,1,2,1,2,1,1,0,2,1,10,10,3,,1,4, ,3000, ,,3,,,,,,,,,8,01,1,,,3,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,1,22016,4,2,462,0007474,68,0
2267474920,1,8,10,3,20,,1,2,2,4,1,1,2,,1,1,2,1,2,1,0,0,2,1,5,5,3,,1,4, ,5000, ,,2,,,,,,,,,8,01,1,,,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,22016,4,2,462,0007474,68,0
2267474921,1,8,10,3,45,,1,2,2,3,1,1,2,,1,1,2,1,2,1,0,0,2,1,6,6,3,,1,4, ,2500, ,,3,,,,,,,,,8,01,1,,,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,3,1,2,1,22016,4,2,462,0007474,68,0
2267474922,1,8,10,2,34,,1,1,3,3,1,1,2,,1,1,2,2,2,1,0,0,2,1,3,3,3,,1,2, ,2000, ,,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,6,2,4,1,22016,4,2,462,0007474,68,0
2267474923,1,1,10,2,20,,1,2,2,5,1,1,2,,1,1,2,1,2,2,0,0,2,1,11,11,3,,1,4, ,2500, ,,3,,,,,,,,,8,01,1,,,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,1,22016,4,2,462,0007474,68,0
2267474924,1,8,10,2,10,,1,2,3,4,1,1,2,,1,1,2,1,2,0,1,1,2,1,10,10,3,,1,4, ,4000, ,,3,,,,,,,,,8,01,1,,,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,5,3,2,1,22016,4,2,462,0007474,68,0
2267475019,2,8,10,2,10,,1,2,1,2,1,1,2,,1,1,2,1,2,1,0,0,2,1,3,3,3,,1,2, ,1500, ,,,,,,,,,,,,,,,,,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,22016,4,2,462,0007475,58,0
2267475020,2,8,04,2,50,,1,2,3,4,1,2,1,,1,1,1,2,2,0,1,0,1,1,6,6,3,,1,4, ,1800, ,,6,,,,,,,,,,02,1,,,3,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,7,3,4,1,22016,4,2,462,0007475,58,0
2267475021,1,8,08,2,52,,1,2,4,5,1,2,1,,1,1,2,1,2,1,0,0,1,1,10,2,3,,1,4, ,5000, ,,5,,,,,,,,,,02,1,,,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,8,3,5,1,22016,4,2,462,0007475,58,0
2267475022,2,8,10,3,20,,1,2,3,6,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,10,3,,1,4, ,3000, ,,3,,,,,,,,,8,01,1,,,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,1,4,1,22016,4,2,462,0007475,58,0
2267475023,2,8,10,3,22,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,1,4, ,2000, ,,3,,,,,,5,,,,01,1,,,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,2,2,1,22016,4,2,462,0007475,58,0
2267475301,2,8,10,2,20,,1,2,3,5,1,1,2,,1,1,2,1,2,1,0,0,1,1,8,8,3,,1,4, ,2000, ,,3,,,,,,,,,8,01,1,,,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,0,1,22016,4,2,462,0007475,58,0
2267475302,2,8,10,2,25,,1,2,4,5,1,2,2,,1,1,2,1,2,1,0,0,1,1,6,6,3,,1,4, ,3000, ,,3,,,,,,,,,8,01,1,,,3,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,6,5,1,1,22016,4,2,462,0007475,58,0
2267475303,1,8,10,2,24,,1,2,2,4,1,2,2,,1,1,2,1,2,0,1,1,4,1,8,8,3,,1,4, ,3500, ,,3,,,,,,,,,8,01,1,,,3,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,4,2,2,1,22016,4,2,462,0007475,58,0
2267475304,2,8,10,2,10,,1,2,1,3,1,1,3,,1,1,2,1,2,0,1,1,1,1,5,5,3,,1,4, ,3000, ,,3,,,,,,,,,8,02,1,,,3,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,5,4,1,1,22016,4,2,462,0007475,58,0
2267475305,1,8,10,2,54,,1,2,3,4,2,1,2,,1,1,2,1,2,1,0,0,1,1,8,8,3,,1,4, ,2000, ,,6,,,,,,,,,,01,1,,,3,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,2,4,2,2,1,22016,4,2,462,0007475,58,0
2267475507,1,8,10,2,4,,1,2,3,4,1,2,2,,1,1,2,2,2,0,1,0,1,1,7,7,3,,1,4, ,2000, ,,4,,,,,,,,,,01,1,,,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,22016,4,2,462,0007475,58,0
2267475508,2,8,10,2, ,1,1,2,1,2,1,2,2,,1,1,2,1,2,1,0,0,1,1,4,4,3,,1,4, ,2000, ,,3,,,,,,,,,8,01,1,,,3,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,3,4,1,22016,4,2,462,0007475,58,0
2267475509,1,8,10,2,30,,1,2,2,3,1,1,2,,1,1,2,1,2,1,1,0,1,1,5,5,3,,1,4, ,3000, ,,3,,,,,,,,,8,01,1,,,3,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,5,3,2,1,22016,4,2,462,0007475,58,0
2267475510,2,8,10,3,25,,1,2,2,3,1,2,2,,1,1,2,1,2,1,0,0,1,1,10,10,3,,1,4, ,2000, ,,3,,,,,,,,,8,01,1,,,4,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,4,3,1,1,22016,4,2,462,0007475,58,0
2267475511,2,8,10,2,15,,1,1,2,2,1,2,2,,1,1,1,2,2,0,1,0,1,1,5,5,3,,1,4, ,2000, ,,3,,,,,,,,,8,01,1,,,3,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,3,1,1,22016,4,2,462,0007475,58,0
2267475512,1,8,10,3,10,,1,2,2,3,1,1,2,,1,1,2,1,2,0,1,1,1,1,9,9,3,,1,4, ,3000, ,,3,,,,,,5,6,,,01,1,,,3,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,4,2,2,1,22016,4,2,462,0007475,58,0
2267475813,2,8,03,2,16,,1,2,2,3,3,2,2,,1,1,1,2,2,1,0,0,1,1,4,4,3,,1,4, ,2000, ,,4,,,,,,,,,,01,1,,,3,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,1,3,1,22016,4,2,462,0007475,58,0
2267475814,1,8,10,2,20,,1,2,3,6,2,1,2,,1,1,2,2,2,0,1,1,1,1,10,1,3,,1,4, ,2000, ,,4,,,,,,,,,,01,1,,,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,4,3,1,22016,4,2,462,0007475,58,0
2267475815,1,8,03,2,50,,1,1,1,4,1,2,2,,1,1,1,2,2,1,0,0,1,1,1,1,3,,1,4, ,3000, ,,4,,,,,,,,,,01,1,,,3,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,22016,4,2,462,0007475,58,0
2267475816,2,8,10,3,2,,1,2,1,3,1,1,2,,1,1,2,1,2,1,0,0,1,1,7,7,3,,1,4, ,2000, ,,3,,,,,,,,,8,01,1,,,3,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,22016,4,2,462,0007475,58,0
2267475818,2,8,03,2,60,,1,2,1,3,2,2,2,,1,1,1,2,2,0,1,0,1,1,2,2,3,,1,4, ,2000, ,,4,,,,,,,,,,01,1,,,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,22016,4,2,462,0007475,58,0
2267476201,1,8,09,2,30,,1,2,3,4,2,1,2,,1,1,1,1,2,1,0,0,1,1,9,9,3,,1,4, ,9000, ,,4,,,,,,,,,,01,1,,,3,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,4,3,1,1,22016,4,2,462,0007476,78,0
2267476202,1,8,04,2,55,,1,2,2,8,2,1,1,,2,1,2,1,2,0,1,1,1,1,12,12,3,,1,4, ,5000, ,,3,,,,,,,,,8,01,1,,,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,22016,4,2,462,0007476,78,0
2267476203,2,8,03,2,15,,1,2,1,3,1,1,2,,2,1,2,2,2,1,0,0,1,1,3,3,3,,1,4, ,1200, ,,2,,,,,,,6,,,01,1,,,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,1,2,1,22016,4,2,462,0007476,78,0
2267476204,2,8,03,2,20,,1,2,4,5,1,1,2,,1,1,2,1,2,1,0,0,1,1,5,5,3,,1,4, ,3500, ,,2,,,,,,,,,8,01,1,,,3,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,5,2,3,1,22016,4,2,462,0007476,78,0
2267476205,1,8,10,3,28,,1,2,1,4,1,1,1,,1,1,1,2,2,1,0,0,2,1,6,6,3,,1,4, ,5000, ,,2,,,,,,,,,8,01,1,,,3,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,22016,4,2,462,0007476,78,0
2267476206,1,8,10,3,34,,1,2,3,5,1,1,2,,1,1,2,1,1,1,0,0,1,1,7,7,3,,1,4, ,10000, ,,2,,,,,,,,,8,01,1,,,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,3,4,1,22016,4,2,462,0007476,78,0
2267476407,1,8,10,2,70,,1,2,4,5,1,2,1,,1,1,2,1,2,2,0,0,1,1,6,6,3,,1,4, ,4000, ,,3,,,,,,,,,8,01,1,,,3,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,2,5,1,22016,4,2,462,0007476,78,0
2267476408,1,8,10,2,40,,1,2,2,3,1,1,1,,2,1,2,1,2,0,2,0,1,1,5,5,3,,1,4, ,3000, ,,4,,,,,,,,,,01,1,,,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,22016,4,2,462,0007476,78,0
2267476409,1,8,10,2,12,,1,2,1,2,1,2,1,,1,1,2,1,2,1,0,0,1,1,4,4,3,,1,4, ,2000, ,,2,,,,,,,,,8,01,1,,,3,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,3,1,2,1,22016,4,2,462,0007476,78,0
2267476410,1,8,10,3,20,,1,2,1,4,1,1,1,,1,1,2,1,2,1,0,0,2,1,4,4,3,,1,4, ,3500, ,,2,,,,,,,,,8,01,1,,,3,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,22016,4,2,462,0007476,78,0
2267476411,1,8,10,2,40,,1,2,2,3,1,1,1,,1,1,2,2,2,0,1,0,2,1,5,5,3,,1,4, ,3000, ,,3,,,,,,,,,8,01,1,,,3,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,22016,4,2,462,0007476,78,0
2267476412,1,8,10,3,33,,1,2,3,4,1,1,1,,1,1,2,1,2,2,0,0,2,1,6,6,3,,1,4, ,2000, ,,3,,,,,,,,,8,01,1,,,3,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,22016,4,2,462,0007476,78,0
2267476713,1,8,10,3,28,,1,2,4,5,1,1,1,,1,1,2,1,2,2,0,0,1,1,8,8,3,,1,4, ,4000, ,,2,,,,,,,,,8,02,1,,,3,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,6,4,2,1,22016,4,2,462,0007476,78,0
2267476714,1,8,10,3,30,,2,,2,4,2,1,2,,2,1,2,1,2,1,0,0,2,1,4,3,3,,1,4, ,3000, ,,2,,,,,,,,,8,01,1,,,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,22016,4,2,462,0007476,78,0
2267476715,1,8,04,2,60,,1,2,3,4,1,1,1,,1,1,2,1,2,0,2,0,1,1,9,9,3,,1,4, ,2000, ,,3,,,,,,,,,8,01,1,,,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,6,3,3,1,22016,4,2,462,0007476,78,0
2267476716,2,8,04,2,45,,1,2,3,4,1,1,2,,1,1,2,1,2,1,0,0,1,1,5,5,3,,1,4, ,1500, ,,3,,,,,,,,,8,01,1,,,3,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,22016,4,2,462,0007476,78,0
2267476717,1,8,04,3,40,,1,2,2,3,1,2,2,,2,1,2,1,2,1,0,0,1,1,3,3,3,,1,4, ,2000, ,,3,,,,,,,,,8,01,1,,,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,0,1,1,22016,4,2,462,0007476,78,0
2267476718,1,8,10,2,40,,2,,4,5,1,2,2,,1,1,2,2,2,1,0,1,2,1,7,7,5,,1,4, ,2500, ,,2,,,,,,,,,8,01,1,,,3,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,5,4,1,1,22016,4,2,462,0007476,78,0
2267476919,1,8,10,3,20,,1,2,3,5,1,1,2,,2,1,2,1,2,1,1,0,1,1,10,10,3,,1,4, ,7000, ,,2,,,,,,,,,8,01,1,,,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,4,2,2,1,22016,4,2,462,0007476,78,0
2267476921,2,8,10,3,20,,1,2,2,4,2,2,2,,1,1,2,1,2,1,0,0,1,1,5,5,3,,1,4, ,4000, ,,2,,,,,,,,,8,01,1,,,3,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,1,2,1,22016,4,2,462,0007476,78,0
2267476922,2,8,03,2,40,,1,1,1,1,1,2,2,,1,3,,,, , , ,1,1,2,2,3,,1,2, ,600, ,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,0,1,1,22016,4,2,462,0007476,78,0
2267476923,1,8,10,3,48,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,2,1,5,5,3,,1,4, ,2500, ,,2,,,,,,,,,8,01,1,,,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,22016,4,2,462,0007476,78,0
2267476924,2,8,10,2,40,,2,,1,1,6,2,2,,1,1,2,1,2,0,1,0,1,1,6,6,7,,1,4, ,1500, ,,2,,,,,,,,,8,01,1,,,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,22016,4,2,462,0007476,78,0
2267477019,1,8,10,2, ,1,1,2,2,4,1,1,1,,2,1,2,1,2,1,0,0,1,1,7,7,3,,1,1,3000, , ,1,,,,,,,,,,,,,,,,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,22017,4,2,462,0007477,68,0
2267477020,1,8,10,2,90,,1,2,3,6,1,1,1,,1,1,2,1,2,1,0,0,2,1,10,10,3,,1,4, ,4000, ,,2,,,,,,,,,8,01,1,,,3,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,22017,4,2,462,0007477,68,0
2267477022,1,8,10,3, ,1,1,2,1,6,1,1,1,,1,1,2,1,2,3,0,0,2,1,10,10,3,,1,3, ,9000,5000,1,1,1,,,,,5,,,,01,1,,,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,22017,4,2,462,0007477,68,0
2267477023,1,7,05,2,70,,1,2,4,6,2,2,1,,1,1,2,1,2,1,0,0,2,1,7,7,3,,1,4, ,4000, ,,3,,,,,,,,,8,01,1,,,3,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,1,4,1,22017,4,2,462,0007477,68,0
2267477024,2,8,05,2,18,,1,2,2,3,2,1,1,,1,1,1,2,2,1,1,0,2,1,6,6,3,,1,4, ,3000, ,,3,,,,,,,,,8,01,1,,,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,3,4,1,22017,4,2,462,0007477,68,0
2267477301,2,8,10,2,20,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,2,1,8,8,3,,1,4, ,1000, ,,3,,,,,,,,,8,01,1,,,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,22017,4,2,462,0007477,68,0
2267477302,2,8,10,2,3,,1,2,1,2,1,1,1,,1,1,2,1,2,1,0,0,2,1,4,4,3,,1,4, ,2000, ,,4,,,,,,,,,,02,1,,,3,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,22017,4,2,462,0007477,68,0
2267477303,1,8,10,2,30,,1,2,3,6,1,1,1,,1,1,2,1,2,3,0,0,2,1,9,9,3,,1,4, ,4000, ,,2,,,,,,,,,8,01,1,,,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,22017,4,2,462,0007477,68,0
